Player Full Name,Birth Date,Year Start,Year End,Position,Height,Wingspan,Weight
Ralph Simpson,10.08.1949,1971,1980,G-F,195.6,,200
Ralph Wells,03.09.1940,1963,1963,G,185.4,,180
Ramon Rivas,03.06.1966,1989,1989,F-C,208.3,,260
Ramon Sessions,11.04.1986,2008,2018,G,190.5,193.7,190
Randell Jackson,16.01.1976,1999,2000,F,210.8,,215
Randolph Childress,21.09.1972,1996,1997,G,188,,188
Randolph Keys,19.04.1966,1989,1996,F-G,200.7,,195
Randolph Mahaffey,28.09.1945,1968,1971,F,200.7,,210
Randolph Morris,02.01.1986,2007,2010,C,208.3,,266
Randy Allen,26.01.1965,1989,1990,F,203.2,,220
Randy Breuer,11.10.1960,1984,1994,C,221,,230
Randy Brown,22.05.1968,1992,2003,G,188,,190
Randy Denton,18.02.1949,1972,1977,C,208.3,,240
Randy Foye,24.09.1983,2007,2017,G,193,198.8,213
Randy Holcomb,08.08.1979,2006,2006,F,205.7,215.9,225
Randy Livingston,02.04.1975,1997,2007,G,193,,209
Randy Smith,12.12.1948,1972,1983,G-F,190.5,,180
Randy Stoll,00.01.1900,1968,1968,C,200.7,,235
Randy White,04.11.1967,1990,1994,F,203.2,,240
Randy Wittman,28.10.1959,1984,1992,G-F,198.1,,210
Randy Woods,23.09.1970,1993,1996,G,177.8,,185
Rashad McCants,25.09.1984,2006,2009,G,193,210.2,207
Rashad Vaughn,16.08.1996,2016,2018,G,198.1,200.7,202
Rashard Lewis,08.08.1979,1999,2014,F,208.3,,215
Rasheed Wallace,17.09.1974,1996,2013,F-C,208.3,,225
Rasho Nesterovic,30.05.1976,1999,2010,C,213.4,,248
Rastko Cvetkovic,22.06.1970,1996,1996,C,215.9,,260
Rasual Butler,23.05.1979,2003,2016,F-G,200.7,213.4,215
Ratko Varda,06.05.1979,2002,2002,C,215.9,,260
Raul Lopez,15.04.1980,2004,2005,G,185.4,,170
Raul Neto,19.05.1992,2016,2018,G,185.4,,179
Rawle Marshall,20.02.1982,2006,2007,G-F,205.7,215.9,190
Ray Allen,20.07.1975,1997,2014,G,195.6,,205
Ray Blume,23.09.1958,1982,1982,G,193,,185
Ray Corley,01.01.2028,1950,1953,G,182.9,,180
Ray Ellefson,18.11.2022,1949,1951,C,203.2,,230
Ray Epps,20.08.1956,1979,1979,F,198.1,,195
Ray Felix,10.12.1930,1954,1962,C,210.8,,220
Ray Kuka,17.02.2022,1948,1949,F,190.5,,200
Ray Lumpp,11.07.2023,1949,1953,G,185.4,,178
Ray McCallum,12.06.1991,2014,2016,G,190.5,191.1,190
Ray Owes,11.12.1972,1997,1997,F,205.7,,224
Ray Radziszewski,01.03.1935,1958,1958,F,195.6,,210
Ray Ragelis,10.12.2028,1952,1952,F,193,,205
Ray Ramsey,18.07.2021,1949,1949,G-F,188,,165
Ray Scott,12.07.1938,1962,1972,F-C,205.7,,215
Ray Tolbert,10.09.1958,1982,1989,F,205.7,,225
Ray Wertis,01.01.2022,1947,1948,G,180.3,,
Ray Williams,14.10.1954,1978,1987,G,190.5,,188
Raymond Brown,05.07.1965,1990,1990,F,203.2,,220
Raymond Felton,26.06.1984,2006,2018,G,185.4,193.7,205
Raymond Townsend,20.12.1955,1979,1982,G,190.5,,175
Red Davis,22.04.1932,1956,1956,C,200.7,,220
Red Dehnert,24.01.2024,1947,1947,F,190.5,,175
Red Holzman,10.08.2020,1949,1954,G,177.8,,175
Red Kerr,17.07.1932,1955,1966,C-F,205.7,,230
Red Mihalik,22.09.2016,1947,1947,G,182.9,,180
Red Morrison,26.04.1932,1955,1958,F-C,203.2,,220
Red Owens,02.09.2025,1950,1952,G-F,190.5,,185
Red Robbins,30.09.1944,1968,1975,F-C,203.2,,190
Red Rocha,18.09.2023,1948,1957,C-F,205.7,,185
Red Stroud,02.05.1941,1968,1968,G,182.9,,160
Red Wallace,12.07.2018,1947,1947,G,185.4,,185
Reece Gaines,07.01.1981,2004,2006,G,198.1,,205
Reggie Bullock,16.03.1991,2014,2018,G-F,200.7,205.1,205
Reggie Carter,10.10.1957,1981,1982,G,190.5,,175
Reggie Evans,18.05.1980,2003,2015,F,203.2,219.7,245
Reggie Geary,31.08.1973,1997,1998,G,188,,187
Reggie Hanson,06.10.1968,1998,1998,F,203.2,,195
Reggie Harding,04.05.1942,1964,1968,C,213.4,,249
Reggie Jackson,16.04.1990,2012,2018,G,190.5,,208
Reggie Johnson,25.06.1957,1981,1984,F-C,205.7,,205
Reggie Jordan,26.01.1968,1994,2000,G,193,,195
Reggie King,14.02.1957,1980,1985,F,198.1,,225
Reggie Lacefield,10.04.1945,1969,1969,G-F,195.6,,230
Reggie Lewis,21.11.1965,1988,1993,G-F,200.7,,195
Reggie Miller,24.08.1965,1988,2005,G-F,200.7,,185
Reggie Royals,18.09.1950,1975,1975,C,208.3,,200
Reggie Slater,27.08.1970,1995,2003,F,200.7,,215
Reggie Smith,21.08.1970,1993,1994,C,208.3,,240
Reggie Theus,13.10.1957,1979,1991,G,200.7,,190
Reggie Williams,05.03.1964,1988,1997,F-G,200.7,206.4,190
Reggie Williams,05.03.1964,2010,2017,F,198.1,206.4,205
Renaldo Balkman,14.07.1984,2007,2012,F,203.2,215.9,208
Renaldo Major,07.05.1982,2007,2007,F,200.7,,200
Rex Chapman,05.10.1967,1989,2000,G,193,,185
Rex Morgan,27.10.1948,1971,1972,G,195.6,,190
Rex Walters,12.03.1970,1994,2000,G,193,,190
Rich Dumas,00.01.1900,1969,1969,G,190.5,,170
Rich Eichhorst,21.10.1933,1962,1962,G,190.5,,200
Rich Johnson,18.12.1946,1969,1971,C,200.7,,210
Rich Jones,27.12.1946,1970,1977,F-C,198.1,,220
Rich Kelley,23.03.1953,1976,1986,C-F,213.4,,235
Rich King,04.04.1969,1992,1995,C,218.4,,260
Rich Laurel,11.07.1954,1978,1978,G,198.1,,190
Rich Manning,23.06.1970,1996,1997,C,210.8,,253
Rich Niemann,02.07.1946,1969,1972,C,213.4,,245
Rich Peek,28.10.1943,1968,1968,C,210.8,,230
Rich Rinaldi,03.08.1949,1972,1974,G,190.5,,195
Rich Yonakor,03.10.1958,1982,1982,F,205.7,,220
Richard Anderson,19.11.1960,1983,1990,F-C,208.3,,240
Richard Clark,05.01.1944,1968,1969,G,193,,190
Richard Coffey,02.09.1965,1991,1991,F,198.1,,212
Richard Dumas,19.05.1969,1993,1996,F,200.7,,200
Richard Fisher,27.10.1948,1972,1972,F,195.6,,215
Richard Hamilton,14.02.1978,2000,2013,G-F,198.1,,185
Richard Jefferson,21.06.1980,2002,2018,F,200.7,213.4,233
Richard Moore,00.01.1900,1968,1968,G,188,,190
Richard Morton,02.02.1966,1989,1989,G,190.5,,190
Richard Parks,28.10.1943,1968,1968,F,200.7,,235
Richard Petruska,25.01.1969,1994,1994,C-F,208.3,,260
Richard Rellford,16.02.1964,1988,1988,F,198.1,,230
Richard Washington,15.07.1955,1977,1982,F-C,210.8,,220
Richaun Holmes,15.10.1993,2016,2018,F-C,208.3,217.2,245
Richie Frahm,14.08.1977,2004,2008,G,195.6,,210
Richie Guerin,29.05.1932,1957,1970,G,193,,195
Richie Niemiera,26.05.2021,1949,1950,G-F,185.4,,165
Richie Regan,30.11.1930,1956,1958,G,188,,180
Rick Adelman,16.06.1946,1969,1975,G,185.4,,175
Rick Barry,28.03.1944,1966,1980,F,200.7,,205
Rick Brunson,14.06.1972,1998,2006,G,193,,190
Rick Calloway,12.12.1966,1991,1991,F,198.1,,180
Rick Carlisle,27.10.1959,1985,1990,G,195.6,,210
Rick Darnell,01.01.1953,1976,1976,C-F,208.3,,215
Rick Fox,24.07.1969,1992,2004,F-G,200.7,,230
Rick Hughes,22.08.1973,2000,2000,F,205.7,,235
Rick Mahorn,21.09.1958,1981,1999,C-F,208.3,,240
Rick Mount,05.01.1947,1971,1975,G,190.5,,175
Rick Roberson,07.07.1947,1970,1976,C-F,205.7,,231
Rick Robey,30.01.1956,1979,1986,C-F,210.8,,230
Rick Weitzman,30.04.1946,1968,1968,G,188,,175
Rick Wilson,07.02.1956,1979,1980,G,195.6,,200
Rickey Brown,20.08.1958,1981,1985,C-F,208.3,,215
Rickey Green,18.08.1954,1978,1992,G,182.9,,170
Rickey Williams,12.03.1957,1983,1983,G,185.4,,175
Rickie Winslow,26.07.1964,1988,1988,F,203.2,,225
Ricky Berry,06.10.1964,1989,1989,F,203.2,,205
Ricky Blanton,21.04.1966,1993,1993,F,200.7,,215
Ricky Davis,23.09.1979,1999,2010,G,198.1,,195
Ricky Grace,20.08.1967,1994,1994,G,185.4,,180
Ricky Ledo,10.09.1992,2014,2015,G,200.7,201.3,195
Ricky Marsh,10.03.1954,1978,1978,G,190.5,,200
Ricky Pierce,19.08.1959,1983,1998,G,193,,205
Ricky Rubio,21.10.1990,2012,2018,G,193,,194
Ricky Sobers,15.01.1953,1976,1986,G,190.5,,198
Ricky Wilson,16.07.1964,1988,1988,G,190.5,,195
Rik Smits,23.08.1966,1989,2000,C,223.5,,250
Riney Lochmann,26.05.1944,1968,1970,F,198.1,,215
Rob Kurz,05.03.1985,2009,2009,F,205.7,,232
Rob Lock,22.05.1966,1989,1989,F,205.7,,225
Rob Rose,27.12.1964,1989,1989,G,195.6,,180
Rob Williams,05.05.1961,1983,1984,G,188,,175
Robbie Hummel,08.03.1989,2014,2015,F,203.2,204.5,215
Robert Archibald,29.03.1980,2003,2004,F,210.8,212.7,250
Robert Churchwell,20.02.1972,1996,1996,G-F,198.1,,195
Robert Covington,14.12.1990,2014,2018,F,205.7,217.8,215
Robert Hahn,25.08.2025,1950,1950,C,208.3,,240
Robert Hawkins,30.06.1954,1976,1979,G,193,,190
Robert Hite,12.01.1984,2007,2007,G,188,,184
Robert Horry,25.08.1970,1993,2008,F,205.7,,220
Robert Pack,03.02.1969,1992,2004,G,188,,180
Robert Parish,30.08.1953,1977,1997,C,213.4,,230
Robert Reid,30.08.1955,1978,1991,F-G,203.2,,205
Robert Sacre,06.06.1989,2013,2016,C,213.4,,270
Robert Smith,10.03.1955,1978,1985,G,180.3,,165
Robert Swift,03.12.1985,2005,2009,C,213.4,,245
Robert Traylor,01.02.1977,1999,2005,F,203.2,,284
Robert Werdann,12.09.1970,1993,1997,C,210.8,,250
Robert Whaley,16.04.1982,2006,2006,C,208.3,218.4,260
Robin Jones,02.02.1954,1977,1978,F-C,205.7,,225
Robin Lopez,01.04.1988,2009,2018,C,213.4,,255
Rock Lee,01.05.1955,1982,1982,C,208.3,,220
Rod Derline,11.03.1952,1975,1976,G,182.9,,175
Rod Foster,10.10.1960,1984,1986,G,185.4,,160
Rod Freeman,05.11.1950,1974,1974,F,200.7,,225
Rod Higgins,31.01.1960,1983,1995,F,200.7,,200
Rod Knowles,27.02.1946,1969,1969,F-C,205.7,,215
Rod Strickland,11.07.1966,1989,2005,G,190.5,,175
Rod Thorn,23.05.1941,1964,1971,G,193,,195
Roderick McDonald,09.04.1945,1971,1973,F,198.1,,205
Rodney Buford,02.11.1977,2000,2005,G-F,195.6,,189
Rodney Carney,15.04.1984,2007,2011,F,200.7,208.3,205
Rodney Hood,20.10.1992,2015,2018,G-F,203.2,204.5,206
Rodney McCray,29.08.1961,1984,1993,F-G,200.7,,220
Rodney McGruder,29.07.1991,2017,2017,G,193,,205
Rodney Monroe,16.04.1968,1992,1992,G,190.5,,185
Rodney Rogers,20.06.1971,1994,2005,F,200.7,,235
Rodney Stuckey,21.04.1986,2008,2017,G,195.6,201.3,210
Rodney White,28.06.1980,2002,2005,F,205.7,212.1,238
Rodrick Rhodes,24.09.1973,1998,2000,G-F,198.1,,225
Rodrigue Beaubois,24.02.1988,2010,2013,G,182.9,207.6,170
Roger Brown,22.05.1942,1968,1975,F-G,195.6,,205
Roger Brown,22.05.1942,1973,1980,C,210.8,,225
Roger Burkman,22.05.1958,1982,1982,G,195.6,,175
Roger Jorgensen,02.09.2020,1947,1947,C-F,195.6,,200
Roger Mason,10.09.1980,2003,2014,G,195.6,,200
Roger Phegley,16.10.1956,1979,1984,G-F,198.1,,205
Roger Powell,15.01.1983,2007,2007,F,198.1,212.1,235
Roger Schurig,03.04.1942,1968,1968,G,190.5,,185
Roger Strickland,04.09.1940,1964,1964,F,195.6,,200
Roko Ukic,12.05.1984,2009,2010,G,195.6,,183
Roland West,06.06.1944,1968,1968,G,193,,178
Rolando Blackman,26.02.1959,1982,1994,G,198.1,,190
Rolando Ferreira,24.05.1964,1989,1989,C,215.9,,240
Rollen Hans,13.04.1931,1954,1955,G,188,,210
Rollie Seltz,25.01.2024,1950,1950,G-F,177.8,,165
Ron Anderson,15.10.1958,1985,1994,F-G,200.7,,215
Ron Baker,30.03.1993,2017,2018,G,193,207.6,220
Ron Behagen,14.01.1951,1974,1980,F-C,205.7,,185
Ron Bonham,31.05.1942,1965,1968,F,195.6,,192
Ron Boone,06.09.1946,1969,1981,G-F,188,,200
Ron Brewer,16.09.1955,1979,1986,G,193,,180
Ron Carter,31.08.1956,1979,1980,G,195.6,,190
Ron Cavenall,30.04.1959,1985,1989,C,215.9,,230
Ron Crevier,14.04.1958,1986,1986,C,213.4,,235
Ron Davis,01.05.1954,1977,1982,G-F,198.1,,198
Ron Dorsey,10.10.1948,1972,1972,F,193,,200
Ron Feiereisel,06.08.1931,1956,1956,G,190.5,,185
Ron Filipek,05.02.1944,1968,1968,F,195.6,,205
Ron Grandison,09.07.1964,1989,1996,F,198.1,,215
Ron Harper,20.01.1964,1987,2001,G-F,198.1,,185
Ron Horn,24.05.1938,1962,1968,F,200.7,,220
Ron Johnson,20.07.1938,1961,1961,F,203.2,,215
Ron King,11.07.1951,1974,1974,G,193,,185
Ron Knight,04.08.1947,1971,1972,F,200.7,,215
Ron Lee,02.11.1952,1977,1982,G,193,,193
Ron Livingstone,09.10.2025,1950,1951,C,208.3,,220
Ron Mercer,18.05.1976,1998,2005,G-F,200.7,,210
Ron Moore,16.01.1962,1988,1988,C,213.4,,260
Ron Nelson,07.10.1946,1971,1971,G,188,,175
Ron Perry,29.12.1943,1968,1970,G,190.5,,190
Ron Reed,02.11.1942,1966,1967,F,195.6,,205
Ron Riley,11.11.1950,1973,1976,F,203.2,,195
Ron Rowan,23.04.1962,1987,1987,G,195.6,,200
Ron Sanford,11.06.1946,1972,1972,F,205.7,,215
Ron Shavlik,04.12.1933,1957,1958,F,203.2,,200
Ron Sobie,21.09.1934,1957,1960,G,190.5,,185
Ron Watts,21.05.1943,1966,1967,F,198.1,,210
Ron Widby,09.03.1945,1968,1968,F,193,,210
Ron Williams,24.09.1944,1969,1976,G,190.5,,188
Ronald Dupree,26.01.1981,2004,2011,F,200.7,203.8,209
Ronald Franz,20.10.1945,1968,1973,F,200.7,,205
Ronald Kozlicki,12.12.1944,1968,1968,F,200.7,,215
Ronald Murray,29.07.1979,2003,2010,G,193,201.9,190
Ronald Taylor,21.11.1947,1970,1972,C,215.9,,265
Ronald Thomas,19.11.1950,1973,1976,F,198.1,,215
Rondae Hollis-Jefferson,03.01.1995,2016,2018,F,200.7,218.4,220
Ronnie Brewer,20.03.1985,2007,2014,G-F,200.7,211.5,220
Ronnie Lester,01.01.1959,1981,1986,G,188,,175
Ronnie MacGilvray,20.07.1930,1955,1955,G,188,,185
Ronnie Murphy,29.07.1964,1988,1988,F,195.6,,225
Ronnie Price,21.06.1983,2006,2017,G,188,196.9,190
Ronnie Robinson,09.03.1951,1974,1975,F,203.2,,200
Ronnie Valentine,27.11.1957,1981,1981,F,200.7,,210
Ronny Turiaf,13.01.1983,2006,2015,F,208.3,217.2,249
Rony Seikaly,10.05.1965,1989,1999,C,210.8,,230
Rory Sparrow,12.06.1958,1981,1992,G,188,,175
Rory White,16.08.1959,1983,1987,F,203.2,,210
Roshown McLeod,17.11.1975,1999,2001,F,203.2,,221
Rowland Garrett,16.07.1950,1973,1977,F,198.1,,210
Roy Ebron,31.08.1951,1974,1974,C,205.7,,220
Roy Hamilton,20.07.1957,1980,1981,G,188,,180
Roy Hibbert,11.12.1986,2009,2017,C,218.4,,270
Roy Hinson,02.05.1961,1984,1991,F-C,205.7,,210
Roy Hurley,12.08.2022,1947,1947,F-G,188,,170
Roy Marble,13.12.1966,1990,1994,G-F,198.1,,190
Roy McPipe,05.05.1950,1975,1975,G,190.5,,205
Roy Pugh,16.10.2022,1949,1949,C-F,198.1,,210
Roy Rogers,19.08.1973,1997,2000,F,208.3,,235
Roy Tarpley,28.11.1964,1987,1995,C-F,210.8,,230
Royal Ivey,20.12.1981,2005,2014,G,190.5,,200
Royce O'Neale,05.06.1993,2018,2018,F,198.1,,215
Royce White,10.04.1991,2014,2014,F,203.2,213.4,270
Ruben Boumtje-Boumtje,20.05.1978,2002,2004,C,213.4,223.5,257
Ruben Garces,17.10.1973,2001,2001,F,205.7,,245
Ruben Nembhard,20.02.1972,1997,1997,G,190.5,,208
Ruben Patterson,31.07.1975,1999,2008,F,195.6,,224
Ruben Wolkowyski,30.09.1973,2001,2003,F,208.3,,270
Rubin Russell,07.11.1944,1968,1968,G,188,,180
Rudy Fernandez,04.04.1985,2009,2012,G,198.1,201.9,185
Rudy Gay,17.08.1986,2007,2018,F,203.2,221,230
Rudy Gobert,26.06.1992,2014,2018,C,215.9,235,245
Rudy Hackett,10.05.1953,1976,1977,F,205.7,,210
Rudy LaRusso,11.11.1937,1960,1969,F-C,200.7,,220
Rudy Macklin,19.02.1958,1982,1984,F-G,200.7,,205
Rudy Tomjanovich,24.11.1948,1971,1981,F,203.2,,218
Rudy White,23.06.1953,1976,1981,G,188,,195
Rumeal Robinson,13.11.1966,1991,1997,G,188,,195
Russ Lee,27.01.1950,1973,1975,G-F,195.6,,185
Russ Schoene,16.04.1960,1983,1989,F-C,208.3,,210
Russ Smith,19.04.1991,2015,2016,G,182.9,191.8,165
Russell Critchfield,27.06.1946,1969,1969,G,177.8,,150
Russell Cross,05.09.1961,1984,1984,C,208.3,,215
Russell Westbrook,12.11.1988,2009,2018,G,190.5,202.6,200
Rusty LaRue,10.12.1973,1998,2004,G,188,,210
Ryan Anderson,06.05.1988,2009,2018,F,208.3,,240
Ryan Arcidiacono,26.03.1994,2018,2018,G,190.5,,188
Ryan Bowen,20.11.1975,2000,2010,F,200.7,,215
Ryan Gomes,01.09.1982,2006,2014,F,200.7,218.4,250
Ryan Hollins,10.10.1984,2007,2016,C,213.4,,240
Ryan Humphrey,24.07.1979,2003,2005,F,203.2,213.4,235
Ryan Kelly,09.04.1991,2014,2017,F,210.8,212.1,230
Ryan Lorthridge,27.07.1972,1995,1995,G,193,,190
Ryan Reid,30.10.1986,2012,2012,F,203.2,,232
Ryan Robertson,02.10.1976,2000,2000,G,195.6,,190
Ryan Stack,24.07.1975,1999,2000,F,210.8,,215
Salah Mejri,15.06.1986,2016,2018,C,215.9,,245
Salim Stoudamire,11.10.1982,2006,2008,G,185.4,,179
Sam Bowie,17.03.1961,1985,1995,C-F,215.9,,235
Sam Cash,13.11.1950,1973,1973,F,203.2,,230
Sam Cassell,18.11.1969,1994,2008,G,190.5,,185
Sam Dekker,06.05.1994,2016,2018,F,205.7,212.1,230
Sam Jacobson,22.07.1975,1999,2001,G-F,193,,215
Sam Jones,24.06.1933,1958,1969,G-F,193,,198
Sam Lacey,28.03.1948,1971,1983,C,208.3,,235
Sam Mack,26.05.1970,1993,2002,F-G,200.7,,220
Sam Mitchell,02.09.1963,1990,2002,F,198.1,,210
Sam Pellom,02.10.1951,1980,1983,F-C,205.7,,225
Sam Perkins,14.06.1961,1985,2001,F-C,205.7,,235
Sam Ranzino,23.06.2028,1952,1952,G,185.4,,185
Sam Sibert,11.02.1949,1973,1973,F,200.7,,215
Sam Smith,27.01.1944,1968,1971,F,200.7,,230
Sam Smith,27.01.1944,1979,1980,G,193,,200
Sam Stith,22.07.1937,1962,1962,G,188,,185
Sam Vincent,18.05.1963,1986,1992,G,188,,185
Sam Williams,22.01.1945,1969,1970,G,190.5,,180
Sam Williams,22.01.1945,1982,1985,F,203.2,,210
Sam Worthen,17.01.1958,1981,1982,G,195.6,,195
Sam Young,01.06.1985,2010,2013,F,198.1,210.2,220
Samaki Walker,25.02.1976,1997,2006,F,205.7,,240
Samardo Samuels,09.01.1989,2011,2013,F,205.7,,260
Samuel Dalembert,10.05.1981,2002,2015,C,210.8,,255
Samuel Little,29.03.1946,1970,1970,G,182.9,,180
Samuel Robinson,01.01.1948,1971,1972,F,200.7,,190
Samuel Watts,14.03.1948,1971,1971,G,190.5,,185
Sarunas Jasikevicius,05.03.1976,2006,2007,G,193,,195
Sarunas Marciulionis,13.06.1964,1990,1997,G,195.6,,200
Sasha Danilovic,26.02.1970,1996,1997,G,195.6,,200
Sasha Kaun,08.05.1985,2016,2016,C,210.8,223.5,260
Sasha Pavlovic,15.11.1983,2004,2013,G-F,203.2,,220
Sasha Vujacic,08.03.1984,2005,2017,G,200.7,196.9,195
Saul Mariaschin,01.09.2024,1948,1948,G,180.3,,165
Scooter McCray,08.02.1960,1984,1987,F-G,205.7,,215
Scot Pollard,12.02.1975,1998,2008,C,210.8,,265
Scott Brooks,31.07.1965,1989,1998,G,180.3,,165
Scott Burrell,12.01.1971,1994,2001,G-F,200.7,,218
Scott English,20.10.1950,1973,1975,F,198.1,,205
Scott Haffner,02.02.1966,1990,1991,G,190.5,,180
Scott Haskin,19.09.1970,1994,1994,C-F,210.8,,250
Scott Hastings,03.06.1960,1983,1993,F-C,208.3,,235
Scott Lloyd,19.12.1952,1977,1983,C-F,208.3,,230
Scott Machado,08.06.1990,2013,2013,G,185.4,193,205
Scott May,19.03.1954,1977,1983,F,200.7,,215
Scott Meents,04.01.1964,1990,1991,F,208.3,,225
Scott Padgett,19.04.1976,2000,2007,F,205.7,,240
Scott Roth,03.06.1963,1988,1990,F,203.2,,212
Scott Sims,18.04.1955,1978,1978,G,185.4,,170
Scott Skiles,05.03.1964,1987,1996,G,185.4,,180
Scott Wedman,29.07.1952,1975,1987,F-G,200.7,,215
Scott Williams,21.03.1968,1991,2005,F-C,208.3,,230
Scottie Pippen,25.09.1965,1988,2004,F-G,203.2,,210
Scotty Hopson,08.08.1989,2014,2014,G,200.7,209.6,204
Sean Colson,01.07.1975,2001,2001,G,182.9,,175
Sean Elliott,02.02.1968,1990,2001,F,203.2,,205
Sean Green,02.02.1970,1992,1994,G-F,195.6,,210
Sean Higgins,30.12.1968,1991,1998,G-F,205.7,,205
Sean Kilpatrick,06.01.1990,2015,2018,G,193,200.7,210
Sean Lampley,03.09.1979,2003,2004,F,200.7,206.4,227
Sean Marks,23.08.1975,1999,2011,F-C,208.3,,250
Sean May,04.04.1984,2006,2010,F,205.7,216.5,266
Sean Rooks,09.09.1969,1993,2004,C,208.3,,250
Sean Singletary,06.09.1985,2009,2009,G,182.9,194.3,185
Sean Williams,13.09.1986,2008,2012,C-F,208.3,,235
Sebastian Telfair,09.06.1985,2005,2015,G,182.9,,165
Sedale Threatt,10.09.1961,1984,1997,G,188,,175
Sedric Toney,13.04.1962,1986,1994,G,188,,178
Semaj Christon,01.11.1992,2017,2017,G,190.5,199.4,190
Semi Ojeleye,05.12.1994,2018,2018,F,200.7,207.6,241
Semih Erden,28.07.1986,2011,2012,C,213.4,,240
Serge Ibaka,18.09.1989,2010,2018,F-C,208.3,,235
Sergei Bazarevich,16.03.1965,1995,1995,G,188,,168
Sergei Monia,15.04.1983,2006,2006,F,203.2,,220
Sergey Karasev,26.10.1993,2014,2016,G-F,200.7,,208
Sergio Rodriguez,12.06.1986,2007,2017,G,190.5,,176
Seth Curry,23.08.1990,2014,2017,G,188,193,185
Shabazz Muhammad,13.11.1992,2014,2018,F-G,198.1,210.8,223
Shabazz Napier,14.07.1991,2015,2018,G,185.4,191.1,175
Shaler Halimon,30.03.1945,1969,1973,G-F,195.6,,199
Shammond Williams,05.04.1975,1999,2007,G,185.4,,201
Shandon Anderson,31.12.1973,1997,2006,F-G,198.1,,208
Shane Battier,09.09.1978,2002,2014,F,203.2,209.6,220
Shane Edwards,31.05.1987,2014,2014,F,200.7,,220
Shane Heal,06.09.1970,1997,2004,G,182.9,,180
Shane Larkin,02.10.1992,2014,2018,G,180.3,179.7,175
Shannon Brown,29.11.1985,2007,2015,G,193,,205
Shaquille O'Neal,06.03.1972,1993,2011,C,215.9,,325
Shareef Abdur-Rahim,11.12.1976,1997,2008,F,205.7,,225
Sharone Wright,30.01.1973,1995,1998,F-C,210.8,,260
Sharrod Ford,09.01.1982,2006,2006,F,205.7,217.2,225
Shaun Livingston,11.09.1985,2005,2018,G,200.7,210.8,192
Shavlik Randolph,24.11.1983,2006,2015,F,208.3,,240
Shawn Bradley,22.03.1972,1994,2005,C,228.6,,235
Shawn Kemp,26.11.1969,1990,2003,F-C,208.3,,230
Shawn Long,29.01.1993,2017,2017,C-F,205.7,,255
Shawn Marion,07.05.1978,2000,2015,F,200.7,,220
Shawn Respert,06.02.1972,1996,1999,G,185.4,,195
Shawne Williams,16.02.1986,2007,2015,F,205.7,221,225
Shawnelle Scott,16.06.1972,1997,2002,C,208.3,,250
Shayne Whittington,27.03.1991,2015,2016,F-C,210.8,,250
Shea Seals,26.08.1975,1998,1998,G,195.6,,210
Shelden Williams,21.10.1983,2007,2012,F,205.7,224.2,250
Sheldon Mac,21.12.1992,2017,2017,G,195.6,,200
Shellie McMillon,11.03.1936,1959,1962,F,195.6,,205
Shelton Jones,06.04.1966,1989,1989,F,205.7,,210
Shelvin Mack,22.04.1990,2012,2018,G,190.5,201.9,203
Sherell Ford,26.08.1972,1996,1996,F,200.7,,210
Sherman Douglas,15.09.1966,1990,2001,G,182.9,,180
Sherron Collins,18.03.1987,2011,2011,G,180.3,189.2,205
Sherwin Raiken,29.10.2028,1953,1953,G,188,,185
Si Green,20.08.1933,1957,1966,G-F,188,,185
Sid Catlett,18.04.1948,1972,1972,F,198.1,,230
Sid Tanenbaum,08.10.2025,1948,1949,G,182.9,,160
Sidney Green,04.01.1961,1984,1993,F-C,205.7,,220
Sidney Lowe,21.01.1960,1984,1990,G,182.9,,195
Sidney Moncrief,21.09.1957,1980,1991,G,190.5,,180
Sidney Wicks,19.09.1949,1972,1981,F-C,203.2,,225
Sim Bhullar,02.12.1992,2015,2015,C,226.1,,360
Simmie Hill,14.11.1946,1970,1974,F,200.7,,233
Sindarius Thornwell,15.11.1994,2018,2018,G,195.6,208.3,212
Skal Labissiere,18.03.1996,2017,2018,F,210.8,219.7,225
Skeeter Henry,08.12.1967,1994,1994,G,200.7,,190
Skeeter Swift,19.06.1946,1970,1974,G,190.5,,204
Skip Harlicka,14.10.1946,1969,1969,G,185.4,,185
Skip Thoren,05.04.1943,1968,1970,C,208.3,,230
Skip Wise,25.07.1955,1976,1976,G,188,,170
Skippy Whitaker,29.08.1930,1955,1955,G,185.4,,180
Slater Martin,22.10.2025,1950,1960,G,177.8,,170
Slavko Vranes,30.01.1983,2004,2004,C,226.1,,275
Sleepy Floyd,06.03.1960,1983,1995,G,190.5,,170
Slick Leonard,17.07.1932,1957,1963,G,190.5,,185
Slick Watts,22.07.1951,1974,1979,G,185.4,,175
Sly Williams,26.01.1958,1980,1986,F-G,200.7,,210
Smush Parker,01.06.1981,2003,2008,G,193,208.3,190
Solomon Alabi,21.03.1988,2011,2012,C,215.9,226.1,251
Solomon Hill,18.03.1991,2014,2017,F,200.7,205.7,225
Solomon Jones,16.07.1984,2007,2014,F,208.3,225.4,230
Sonny Dove,16.08.1945,1968,1972,F,200.7,,198
Sonny Hertzberg,29.07.2022,1947,1951,G,177.8,,175
Sonny Parker,22.03.1955,1977,1982,F-G,198.1,,200
Sonny Weems,08.07.1986,2009,2016,G-F,198.1,208.3,205
Soumaila Samake,18.03.1978,2001,2003,C,213.4,,230
Speedy Claxton,08.05.1978,2002,2009,G,180.3,182.9,166
